id,user_id,product_id,gross_amount,discounts,transaction_date
TRX982270,SC9671091006009,3,32000.0,6100.0,2024-03-20
TRX982271,SC9671091006009,3,42600.000000000015,3900.0,2024-10-16
TRX982272,SC9671091006009,4,69900.0,,2024-08-13
TRX982273,SC9671091006009,4,349200.0,,2024-06-30
TRX982274,SC9671091006009,4,120900.0,30000.0,2024-09-15
TRX982275,SC9671091006009,5,206600.0,,2024-06-09
TRX982276,SC9671091006009,5,20500.0,,2024-10-10
TRX982277,SC9671091006009,5,12899.999999999985,10000.0,2024-05-21
TRX982278,SC9671091006009,7,9100.0,,2024-11-24
TRX982279,SC9671091006009,7,4300.0,,2024-12-11
TRX982280,SC9671091006009,7,6600.0,,2024-01-24
TRX982281,SC9671091006009,8,6899.999999999999,,2024-05-13
TRX982282,SC9671091006009,8,50900.0,,2024-07-29
TRX982283,SC9671091006009,8,82200.0,,2024-03-27
TRX982284,SC9671091006009,9,11700.0,,2024-12-19
TRX982285,SC9671091006009,9,32200.000000000004,,2024-08-14
TRX982286,SC9671091006009,9,6099.999999999991,6099.999999999991,2024-03-09
TRX982287,SC9671091006009,12,9300.0,,2024-04-02
TRX982288,SC9671091006009,12,90700.0,,2024-05-06
TRX982289,SC9671091006009,14,280500.0,,2024-06-08
TRX982290,SC9671091006009,14,98699.99999999999,,2024-08-05
TRX982291,SC9671091006009,14,9000.0,,2024-05-22
TRX982292,SC9671091006009,14,61800.00000000002,,2024-09-07
TRX982293,SC9671091006009,15,20900.0,,2024-07-27
TRX982294,SC9671091006009,15,23000.0,,2024-03-12
TRX982295,SC9671091006009,15,16100.000000000004,16100.000000000004,2024-11-15
TRX982296,SC9671091006009,16,5100.0,,2024-09-07
TRX982297,SC9671091006009,16,14900.0,,2024-09-14
TRX982298,SC9671091006010,1,20200.0,,2024-06-24
TRX982299,SC9671091006010,1,19800.0,19800.0,2024-05-22
TRX982300,SC9671091006010,2,31000.0,,2024-12-07
TRX982301,SC9671091006010,2,8400.0,,2024-12-14
TRX982302,SC9671091006010,2,34800.0,27100.0,2024-08-25
TRX982303,SC9671091006010,2,35800.0,2900.0,2024-08-26
TRX982304,SC9671091006010,3,90399.99999999999,,2024-06-17
TRX982305,SC9671091006010,3,17200.0,,2024-07-29
TRX982306,SC9671091006010,3,2400.0,2400.0,2024-01-07
TRX982307,SC9671091006010,4,71100.0,,2024-08-25
TRX982308,SC9671091006010,4,158900.0,,2024-01-26
TRX982309,SC9671091006010,5,149000.0,,2024-10-12
TRX982310,SC9671091006010,5,121000.0,20000.0,2024-10-20
TRX982311,SC9671091006010,8,57400.0,,2024-10-26
TRX982312,SC9671091006010,8,7400.0,,2024-04-10
TRX982313,SC9671091006010,8,43400.0,7000.0,2024-07-01
TRX982314,SC9671091006010,8,51800.0,13000.0,2024-09-13
TRX982315,SC9671091006010,9,4400.0,,2024-11-17
TRX982316,SC9671091006010,9,37000.0,,2024-09-12
TRX982317,SC9671091006010,9,38600.0,20000.0,2024-03-08
TRX982318,SC9671091006010,10,11200.000000000002,,2024-03-24
TRX982319,SC9671091006010,10,14200.0,,2024-06-03
TRX982320,SC9671091006010,10,13100.0,,2024-08-28
TRX982321,SC9671091006010,10,1500.0,,2024-02-22
TRX982322,SC9671091006010,11,7000.0,,2024-09-05
TRX982323,SC9671091006010,11,2800.0000000000005,,2024-09-17
TRX982324,SC9671091006010,11,200.0,,2024-09-24
TRX982325,SC9671091006010,12,8800.0,,2024-06-22
TRX982326,SC9671091006010,12,5600.000000000001,,2024-09-07
TRX982327,SC9671091006010,12,7000.0,,2024-05-04
TRX982328,SC9671091006010,12,8600.000000000004,,2024-05-11
TRX982329,SC9671091006010,14,29500.0,,2024-09-24
TRX982330,SC9671091006010,14,90500.0,10000.0,2024-03-22
TRX982331,SC9671091006010,16,4000.0,,2024-06-04
TRX982332,SC9671091006010,16,36000.0,,2024-02-15
TRX982333,SC9671091006021,2,39600.0,,2024-03-12
TRX982334,SC9671091006021,2,49900.0,,2024-04-15
TRX982335,SC9671091006021,2,10500.0,10500.0,2024-01-12
TRX982336,SC9671091006021,3,13300.0,,2024-02-16
TRX982337,SC9671091006021,3,25400.0,,2024-09-01
TRX982338,SC9671091006021,3,21300.0,20000.0,2024-09-02
TRX982339,SC9671091006021,4,65000.0,,2024-12-28
TRX982340,SC9671091006021,4,195000.0,10000.0,2024-11-24
TRX982341,SC9671091006021,5,30500.0,,2024-04-28
TRX982342,SC9671091006021,5,72200.0,,2024-02-23
TRX982343,SC9671091006021,5,97300.00000000003,10000.0,2024-11-28
TRX982344,SC9671091006021,8,48300.0,,2024-07-25
TRX982345,SC9671091006021,8,56800.0,,2024-04-27
TRX982346,SC9671091006021,8,67900.0,20000.0,2024-06-12
TRX982347,SC9671091006021,8,57000.0,10000.0,2024-07-21
TRX982348,SC9671091006021,9,7800.0,,2024-12-03
TRX982349,SC9671091006021,9,3300.0,,2024-08-14
TRX982350,SC9671091006021,9,6800.000000000001,,2024-04-01
TRX982351,SC9671091006021,9,2100.0,,2024-02-12
TRX982352,SC9671091006021,10,4500.0,,2024-08-20
TRX982353,SC9671091006021,10,5200.0,,2024-07-20
TRX982354,SC9671091006021,10,300.0,,2024-09-22
TRX982355,SC9671091006021,12,15600.0,,2024-12-14
TRX982356,SC9671091006021,12,54400.00000000001,10000.0,2024-11-21
TRX982357,SC9671091006021,14,39800.0,,2024-04-18
TRX982358,SC9671091006021,14,150200.0,10000.0,2024-02-24
TRX982359,SC9671091006021,15,6800.000000000001,,2024-03-21
TRX982360,SC9671091006021,15,15200.0,,2024-04-24
TRX982361,SC9671091006021,15,3600.0,3600.0,2024-07-09
TRX982362,SC9671091006021,15,4399.999999999998,4399.999999999998,2024-05-30
TRX982363,SC9671091006021,16,7000.0,,2024-01-29
TRX982364,SC9671091006021,16,2300.0,,2024-08-12
TRX982365,SC9671091006021,16,700.0000000000001,,2024-07-31
TRX982366,SC9671091006023,3,10800.0,,2024-06-26
TRX982367,SC9671091006023,3,53800.0,,2024-03-14
TRX982368,SC9671091006023,3,25400.0,20000.0,2024-03-01
TRX982369,SC9671091006023,4,226600.0,,2024-06-25
TRX982370,SC9671091006023,4,227900.0,,2024-11-30
TRX982371,SC9671091006023,4,60100.0,21800.0,2024-08-15
TRX982372,SC9671091006023,4,35400.000000000015,18200.0,2024-04-02
TRX982373,SC9671091006023,7,7700.0,,2024-09-07
TRX982374,SC9671091006023,7,2800.0000000000005,,2024-07-23
TRX982375,SC9671091006023,7,9500.0,,2024-03-10
TRX982376,SC9671091006023,8,26300.0,,2024-08-14
TRX982377,SC9671091006023,8,34900.0,,2024-05-09
TRX982378,SC9671091006023,8,46700.0,6500.0,2024-04-21
TRX982379,SC9671091006023,8,42100.000000000015,3500.0,2024-06-02
TRX982380,SC9671091006023,9,4900.0,,2024-08-04
TRX982381,SC9671091006023,9,55100.0,,2024-04-23
TRX982382,SC9671091006023,10,10700.0,,2024-03-28
TRX982383,SC9671091006023,10,20600.0,,2024-11-29
TRX982384,SC9671091006023,10,28700.0,,2024-06-12
TRX982385,SC9671091006023,11,3000.0,,2024-09-07
TRX982386,SC9671091006023,11,4200.0,,2024-09-01
TRX982387,SC9671091006023,11,200.0,,2024-02-26
TRX982388,SC9671091006023,11,2600.0,,2024-03-18
TRX982389,SC9671091006023,14,2000.0,,2024-08-01
TRX982390,SC9671091006023,14,46200.0,,2024-11-12
TRX982391,SC9671091006023,14,51800.0,10000.0,2024-09-03
TRX982392,SC9671091004003,2,24200.0,,2024-07-07
TRX982393,SC9671091004003,2,2600.0,,2024-07-24
TRX982394,SC9671091004003,2,53200.0,10000.0,2024-06-25
TRX982395,SC9671091004003,3,30700.0,,2024-06-08
TRX982396,SC9671091004003,3,49300.0,,2024-05-02
TRX982397,SC9671091004003,4,47500.0,,2024-06-23
TRX982398,SC9671091004003,4,59000.0,,2024-06-29
TRX982399,SC9671091004003,4,42800.0,8800.0,2024-04-01
TRX982400,SC9671091004003,4,20700.0,11200.000000000002,2024-08-06
TRX982401,SC9671091004003,5,118900.0,,2024-08-21
TRX982402,SC9671091004003,5,91100.0,10000.0,2024-02-05
TRX982403,SC9671091004003,8,29200.0,,2024-08-21
TRX982404,SC9671091004003,8,54400.00000000001,,2024-02-27
TRX982405,SC9671091004003,8,,,2024-11-11
TRX982406,SC9671091004003,8,66400.0,,2024-07-28
TRX982407,SC9671091004003,10,15700.0,,2024-06-25
TRX982408,SC9671091004003,10,9500.0,,2024-08-24
TRX982409,SC9671091004003,10,4800.0,,2024-12-16
TRX982410,SC9671091004003,11,2600.0,,2024-01-31
TRX982411,SC9671091004003,11,3800.0,,2024-07-23
TRX982412,SC9671091004003,11,2200.0,,2024-12-10
TRX982413,SC9671091004003,11,1400.0000000000002,,2024-11-26
TRX982414,SC9671091004003,12,6700.0,,2024-11-23
TRX982415,SC9671091004003,12,8500.0,,2024-12-05
TRX982416,SC9671091004003,12,4800.0,,2024-02-25
TRX982417,SC9671091004003,14,40199.99999999999,,2024-07-18
TRX982418,SC9671091004003,14,236200.0,,2024-12-11
TRX982419,SC9671091004003,14,193600.0,40000.0,2024-11-11
TRX982420,SC9671091004003,15,7700.0,,2024-12-01
TRX982421,SC9671091004003,15,700.0000000000001,,2024-05-10
TRX982422,SC9671091004003,15,7800.0,,2024-03-08
TRX982423,SC9671091004003,15,3799.9999999999977,,2024-11-30
TRX982424,SC9671091004003,16,1500.0,,2024-12-19
TRX982425,SC9671091004003,16,2500.0,,2024-04-01
TRX982426,SC9671091004003,16,3900.0,,2024-08-02
TRX982427,SC9671091004003,16,2100.0,,2024-11-21
TRX982428,SC9671011007005,1,11299.999999999998,,2024-12-19
TRX982429,SC9671011007005,1,28700.0,10000.0,2024-08-02
TRX982430,SC9671011007005,2,114200.0,,2024-01-12
TRX982431,SC9671011007005,2,5800.0,,2024-10-24
TRX982432,SC9671011007005,3,39300.0,,2024-05-29
TRX982433,SC9671011007005,3,157700.0,,2024-12-26
TRX982434,SC9671011007005,3,113000.0,30000.0,2024-10-29
TRX982435,SC9671011007005,4,118000.0,,2024-11-15
TRX982436,SC9671011007005,4,228500.0,,2024-09-01
TRX982437,SC9671011007005,4,123100.0,700.0000000000001,2024-05-26
TRX982438,SC9671011007005,4,280399.99999999994,9300.0,2024-04-02
TRX982439,SC9671011007005,5,167700.0,,2024-12-07
TRX982440,SC9671011007005,5,167800.0,,2024-07-22
TRX982441,SC9671011007005,5,44500.0,44500.0,2024-07-27
TRX982442,SC9671011007005,7,800.0,,2024-07-14
TRX982443,SC9671011007005,7,9200.0,,2024-03-12
TRX982444,SC9671011007005,8,13000.0,,2024-10-20
TRX982445,SC9671011007005,8,17000.0,,2024-02-25
TRX982446,SC9671011007005,9,3000.0,,2024-08-25
TRX982447,SC9671011007005,9,3100.0,,2024-08-10
TRX982448,SC9671011007005,9,3900.0,,2024-09-19
TRX982449,SC9671011007005,10,56400.0,,2024-05-23
TRX982450,SC9671011007005,10,51700.0,,2024-08-23
TRX982451,SC9671011007005,10,31900.00000000002,10000.0,2024-08-02
TRX982452,SC9671011007005,11,3900.0,,2024-07-21
TRX982453,SC9671011007005,11,2600.0,,2024-02-08
TRX982454,SC9671011007005,11,2000.0,,2024-03-04
TRX982455,SC9671011007005,11,1500.0,,2024-07-16
TRX982456,SC9671011007005,12,20099.999999999996,,2024-08-06
TRX982457,SC9671011007005,12,14400.0,,2024-08-20
TRX982458,SC9671011007005,12,41100.0,,2024-10-25
TRX982459,SC9671011007005,12,24400.0,,2024-04-15
TRX982460,SC9671011007005,14,146600.0,,2024-05-05
TRX982461,SC9671011007005,14,83400.0,,2024-06-23
TRX982462,SC9671011007005,16,700.0000000000001,,2024-05-31
TRX982463,SC9671011007005,16,3800.0,,2024-06-29
TRX982464,SC9671011007005,16,3800.0,,2024-10-28
TRX982465,SC9671011007005,16,1699.999999999999,,2024-01-02
TRX982466,SC9671011007005,17,4400.0,,2024-06-13
TRX982467,SC9671011007005,17,5600.000000000001,,2024-01-31
TRX982468,SC9671011007006,1,16800.0,,2024-11-26
TRX982469,SC9671011007006,1,9000.0,,2024-12-29
TRX982470,SC9671011007006,1,23600.0,,2024-11-26
TRX982471,SC9671011007006,1,30600.0,,2024-05-10
TRX982472,SC9671011007006,2,18400.0,,2024-11-03
TRX982473,SC9671011007006,2,57600.0,,2024-02-21
TRX982474,SC9671011007006,2,74000.0,50000.0,2024-12-06
TRX982475,SC9671011007006,3,203500.0,,2024-04-20
TRX982476,SC9671011007006,3,31200.0,,2024-12-21
TRX982477,SC9671011007006,3,35299.99999999996,30000.0,2024-11-18
TRX982478,SC9671011007006,4,202500.0,,2024-06-30
TRX982479,SC9671011007006,4,210900.0,,2024-06-23
TRX982480,SC9671011007006,4,26600.0,26600.0,2024-05-12
TRX982481,SC9671011007006,5,23400.0,,2024-09-11
TRX982482,SC9671011007006,5,48200.0,,2024-05-13
TRX982483,SC9671011007006,5,104300.0,7000.0,2024-07-28
TRX982484,SC9671011007006,5,54099.999999999985,3000.0,2024-05-27
TRX982485,SC9671011007006,6,2000.0,,2024-06-18
TRX982486,SC9671011007006,6,3600.0,,2024-12-10
TRX982487,SC9671011007006,6,2700.0,,2024-08-12
TRX982488,SC9671011007006,6,1700.0000000000002,,2024-07-22
TRX982489,SC9671011007006,8,22200.000000000004,,2024-08-31
TRX982490,SC9671011007006,8,25200.0,,2024-03-16
TRX982491,SC9671011007006,8,18900.0,,2024-02-07
TRX982492,SC9671011007006,8,33700.0,,2024-09-21
TRX982493,SC9671011007006,9,13600.000000000002,,2024-05-27
TRX982494,SC9671011007006,9,6400.0,,2024-07-12
TRX982495,SC9671011007006,11,4300.0,,2024-09-22
TRX982496,SC9671011007006,11,600.0,,2024-09-15
TRX982497,SC9671011007006,11,4400.0,,2024-07-17
TRX982498,SC9671011007006,11,699.999999999999,,2024-07-06
TRX982499,SC9671011007006,12,114100.0,,2024-10-18
TRX982500,SC9671011007006,12,35900.0,,2024-11-22
TRX982501,SC9671011007006,14,65900.0,,2024-05-13
TRX982502,SC9671011007006,14,64600.0,,2024-05-09
TRX982503,SC9671011007006,14,9500.0,,2024-06-14
TRX982504,SC9671011007006,15,21000.0,,2024-08-16
TRX982505,SC9671011007006,15,23400.0,,2024-10-19
TRX982506,SC9671011007006,15,5600.000000000002,5600.000000000002,2024-08-21
TRX982507,SC9671011007006,16,3500.0,,2024-11-04
TRX982508,SC9671011007006,16,4700.0,,2024-10-31
TRX982509,SC9671011007006,16,3200.0,3200.0,2024-01-29
TRX982510,SC9671011007006,16,8600.0,6799.999999999999,2024-01-11
TRX982511,SC9671011008004,1,9900.0,,2024-08-27
TRX982512,SC9671011008004,1,9400.0,,2024-06-16
TRX982513,SC9671011008004,1,8200.0,,2024-12-14
TRX982514,SC9671011008004,1,12500.0,,2024-05-29
TRX982515,SC9671011008004,2,15800.0,,2024-11-21
TRX982516,SC9671011008004,2,39400.0,,2024-06-03
TRX982517,SC9671011008004,2,42800.0,19300.0,2024-12-28
TRX982518,SC9671011008004,2,32000.0,20700.0,2024-02-12
TRX982519,SC9671011008004,3,32599.999999999996,,2024-06-14
TRX982520,SC9671011008004,3,17200.0,,2024-09-10
TRX982521,SC9671011008004,3,400.0,,2024-06-19
TRX982522,SC9671011008004,3,39800.0,,2024-07-01
TRX982523,SC9671011008004,4,105900.0,,2024-07-13
TRX982524,SC9671011008004,4,94100.0,20000.0,2024-12-13
TRX982525,SC9671011008004,5,58700.0,,2024-01-01
TRX982526,SC9671011008004,5,122800.0,,2024-12-05
TRX982527,SC9671011008004,5,80200.0,4700.0,2024-08-17
TRX982528,SC9671011008004,5,88300.00000000006,5300.0,2024-07-04
TRX982529,SC9671011008004,7,9100.0,,2024-10-26
TRX982530,SC9671011008004,7,9500.0,,2024-10-03
TRX982531,SC9671011008004,7,1400.000000000002,,2024-09-20
TRX982532,SC9671011008004,8,139800.0,,2024-12-08
TRX982533,SC9671011008004,8,100200.0,20000.0,2024-08-17
TRX982534,SC9671011008004,9,4100.0,,2024-01-11
TRX982535,SC9671011008004,9,22000.0,,2024-01-05
TRX982536,SC9671011008004,9,3899.9999999999977,,2024-05-09
TRX982537,SC9671011008004,10,2900.0,,2024-05-10
TRX982538,SC9671011008004,10,11900.0,,2024-02-16
TRX982539,SC9671011008004,10,5200.0,5200.0,2024-08-08
TRX982540,SC9671011008004,11,10800.0,,2024-02-15
TRX982541,SC9671011008004,11,9200.0,,2024-07-18
TRX982542,SC9671011008004,12,43000.0,,2024-03-09
TRX982543,SC9671011008004,12,48600.0,,2024-08-01
TRX982544,SC9671011008004,12,8399.999999999998,,2024-08-12
TRX982545,SC9671011008004,13,2800.0000000000005,,2024-04-29
TRX982546,SC9671011008004,13,3400.0000000000005,,2024-09-17
TRX982547,SC9671011008004,13,3800.0,,2024-10-04
TRX982548,SC9671011008004,14,55500.0,,2024-05-29
TRX982549,SC9671011008004,14,70300.0,,2024-05-11
TRX982550,SC9671011008004,14,94200.0,20000.0,2024-03-26
TRX982551,SC9671011008004,15,7000.0,,2024-09-16
TRX982552,SC9671011008004,15,7200.0,,2024-10-08
TRX982553,SC9671011008004,15,1000.0,1000.0,2024-11-04
TRX982554,SC9671011008004,15,24800.000000000004,9000.0,2024-09-27
TRX982555,SC9671011008004,16,6400.0,,2024-05-21
TRX982556,SC9671011008004,16,6800.000000000001,,2024-03-13
TRX982557,SC9671011008004,16,6300.0,,2024-12-07
TRX982558,SC9671011008004,16,500.0,,2024-01-11
TRX982559,SC9671011008004,17,2600.0,,2024-11-26
TRX982560,SC9671011008004,17,6800.000000000001,,2024-08-29
TRX982561,SC9671011008004,17,10600.0,,2024-07-30
TRX982562,SC9671011008007,1,1800.0,,2024-01-22
TRX982563,SC9671011008007,1,3000.0,,2024-09-08
TRX982564,SC9671011008007,1,5200.0,,2024-04-30
TRX982565,SC9671011008007,2,31700.0,,2024-12-01
TRX982566,SC9671011008007,2,58300.0,30000.0,2024-05-01
TRX982567,SC9671011008007,3,91000.0,,2024-10-23
TRX982568,SC9671011008007,3,81400.0,,2024-01-21
TRX982569,SC9671011008007,3,87600.0,30000.0,2024-10-03
TRX982570,SC9671011008007,4,8800.0,,2024-11-06
TRX982571,SC9671011008007,4,132600.0,,2024-08-31
TRX982572,SC9671011008007,4,108600.0,50000.0,2024-12-15
TRX982573,SC9671011008007,5,157300.0,,2024-03-03
TRX982574,SC9671011008007,5,122700.0,40000.0,2024-08-19
TRX982575,SC9671011008007,7,2000.0,,2024-05-08
TRX982576,SC9671011008007,7,3200.0,,2024-10-29
TRX982577,SC9671011008007,7,3900.0,,2024-02-09
TRX982578,SC9671011008007,7,900.0,,2024-07-09
TRX982579,SC9671011008007,8,6300.0,,2024-05-14
TRX982580,SC9671011008007,8,56300.0,,2024-02-17
TRX982581,SC9671011008007,8,7400.0,7400.0,2024-04-04
TRX982582,SC9671011008007,9,12800.0,,2024-08-14
TRX982583,SC9671011008007,9,17200.0,,2024-11-20
TRX982584,SC9671011008007,10,11600.0,,2024-08-06
TRX982585,SC9671011008007,10,9800.0,,2024-11-21
TRX982586,SC9671011008007,10,8600.000000000004,,2024-11-08
TRX982587,SC9671011008007,11,2000.0,,2024-11-16
TRX982588,SC9671011008007,11,5000.0,,2024-11-04
TRX982589,SC9671011008007,11,3000.0,,2024-02-08
TRX982590,SC9671011008007,12,24300.0,,2024-02-10
TRX982591,SC9671011008007,12,33800.0,,2024-02-14
TRX982592,SC9671011008007,12,24500.0,,2024-04-01
TRX982593,SC9671011008007,12,17399.99999999998,,2024-10-17
TRX982594,SC9671011008007,14,172800.0,,2024-08-06
TRX982595,SC9671011008007,14,274000.0,,2024-09-29
TRX982596,SC9671011008007,14,33200.0,33200.0,2024-11-25
TRX982597,SC9671011008007,15,4700.0,,2024-01-21
TRX982598,SC9671011008007,15,5300.0,,2024-07-22
TRX982599,SC9671011008007,15,6300.0,6300.0,2024-10-23
TRX982600,SC9671011008007,15,3700.0,3700.0,2024-09-23
TRX982601,SC9671011008007,16,36900.0,,2024-10-10
TRX982602,SC9671011008007,16,3100.0,3100.0,2024-01-11
