id,user_id,product_id,gross_amount,discounts,transaction_date
TRX554785,SC9106012011001,4,28500.0,10000.0,2024-08-13
TRX554786,SC9106012011001,5,245100.00000000003,,2024-01-26
TRX554787,SC9106012011001,5,104900.0,30000.0,2024-10-06
TRX554788,SC9106012011001,8,400.0,,2024-07-03
TRX554789,SC9106012011001,8,17500.0,,2024-04-25
TRX554790,SC9106012011001,8,2100.0,,2024-12-16
TRX554791,SC9106012011001,9,18700.0,,2024-09-01
TRX554792,SC9106012011001,9,39300.0,,2024-06-13
TRX554793,SC9106012011001,9,22000.0,10000.0,2024-02-15
TRX554794,SC9106012011001,10,1700.0000000000002,,2024-02-17
TRX554795,SC9106012011001,10,8300.0,,2024-12-08
TRX554796,SC9106012011001,11,200.0,,2024-07-19
TRX554797,SC9106012011001,11,3700.0,,2024-07-30
TRX554798,SC9106012011001,11,3100.0,,2024-02-16
TRX554799,SC9106012011001,11,3000.0,,2024-06-12
TRX554800,SC9106012011001,12,38100.0,,2024-04-06
TRX554801,SC9106012011001,12,4200.0,,2024-04-26
TRX554802,SC9106012011001,12,47699.99999999999,,2024-07-10
TRX554803,SC9106012011001,13,8500.0,,2024-03-26
TRX554804,SC9106012011001,13,3500.0,,2024-04-19
TRX554805,SC9106012011001,13,8800.0,,2024-08-27
TRX554806,SC9106012011001,13,9200.0,,2024-01-27
TRX554807,SC9106012011001,14,47400.0,,2024-10-12
TRX554808,SC9106012011001,14,8700.0,,2024-04-30
TRX554809,SC9106012011001,14,25000.0,3900.0,2024-10-21
TRX554810,SC9106012011001,14,48900.0,16100.000000000002,2024-11-04
TRX554811,SC9106012011001,16,2000.0,,2024-05-02
TRX554812,SC9106012011001,16,14500.0,,2024-02-27
TRX554813,SC9106012011001,16,3500.0,,2024-03-23
TRX554814,SC9106012011001,17,2600.0,,2024-07-02
TRX554815,SC9106012011001,17,2100.0,,2024-11-13
TRX554816,SC9106012011001,17,3700.0,,2024-12-01
TRX554817,SC9106012011001,17,1600.0,,2024-07-15
TRX554818,SC9106012011001,18,5600.000000000001,,2024-04-17
TRX554819,SC9106012011001,18,4400.0,,2024-04-07
TRX554820,SC9106012017001,1,8100.000000000001,,2024-08-19
TRX554821,SC9106012017001,1,7100.0,,2024-04-22
TRX554822,SC9106012017001,1,4800.0,,2024-07-04
TRX554823,SC9106012017001,2,147100.0,,2024-05-27
TRX554824,SC9106012017001,2,72700.0,,2024-08-21
TRX554825,SC9106012017001,2,122200.0,30500.0,2024-10-30
TRX554826,SC9106012017001,2,98000.0,9500.0,2024-05-02
TRX554827,SC9106012017001,3,526500.0,,2024-01-31
TRX554828,SC9106012017001,3,543500.0,70000.0,2024-01-04
TRX554829,SC9106012017001,4,10300.0,,2024-04-28
TRX554830,SC9106012017001,4,6100.0,,2024-10-05
TRX554831,SC9106012017001,4,63600.0,10000.0,2024-09-04
TRX554832,SC9106012017001,5,204000.0,,2024-07-05
TRX554833,SC9106012017001,5,6000.0,6000.0,2024-02-13
TRX554834,SC9106012017001,6,10900.0,,2024-06-23
TRX554835,SC9106012017001,6,9100.0,9100.0,2024-03-15
TRX554836,SC9106012017001,7,1900.0,,2024-09-07
TRX554837,SC9106012017001,7,14600.0,,2024-11-14
TRX554838,SC9106012017001,7,13500.0,13500.0,2024-07-06
TRX554839,SC9106012017001,8,17200.0,,2024-01-07
TRX554840,SC9106012017001,8,2800.0000000000005,2800.0000000000005,2024-03-02
TRX554841,SC9106012017001,9,27900.0,,2024-09-25
TRX554842,SC9106012017001,9,12100.0,,2024-08-21
TRX554843,SC9106012017001,10,5000.0,,2024-04-05
TRX554844,SC9106012017001,10,13400.0,,2024-05-17
TRX554845,SC9106012017001,10,1600.0,1600.0,2024-01-07
TRX554846,SC9106012017001,12,34000.0,,2024-05-12
TRX554847,SC9106012017001,12,7400.0,,2024-07-28
TRX554848,SC9106012017001,12,48600.0,,2024-01-16
TRX554849,SC9106012017001,13,10400.0,,2024-09-14
TRX554850,SC9106012017001,13,8800.0,,2024-09-15
TRX554851,SC9106012017001,13,10800.0,,2024-07-07
TRX554852,SC9106012017001,14,48500.0,,2024-02-14
TRX554853,SC9106012017001,14,26700.0,,2024-01-23
TRX554854,SC9106012017001,14,24800.000000000004,20000.0,2024-05-10
TRX554855,SC9106012017001,16,7800.0,,2024-01-08
TRX554856,SC9106012017001,16,22200.000000000004,20000.0,2024-11-20
TRX554857,SC9106012017001,17,2000.0,,2024-12-11
TRX554858,SC9106012017001,17,200.0,,2024-05-03
TRX554859,SC9106012017001,17,7800.0,,2024-09-22
TRX554860,SC9106012017001,18,9200.0,,2024-04-27
TRX554861,SC9106012017001,18,18400.0,,2024-04-17
TRX554862,SC9106012017001,18,10200.0,,2024-03-12
TRX554863,SC9106012017001,18,12200.0,,2024-05-27
TRX554864,SC9106011003005,1,15600.0,,2024-06-05
TRX554865,SC9106011003005,1,7900.0,,2024-02-15
TRX554866,SC9106011003005,1,26500.000000000004,10000.0,2024-04-20
TRX554867,SC9106011003005,2,209100.0,,2024-10-24
TRX554868,SC9106011003005,2,123699.99999999999,,2024-10-28
TRX554869,SC9106011003005,2,157200.0,50000.0,2024-03-31
TRX554870,SC9106011003005,3,236400.0,,2024-11-16
TRX554871,SC9106011003005,3,80800.0,,2024-12-08
TRX554872,SC9106011003005,3,145800.0,11500.0,2024-08-12
TRX554873,SC9106011003005,3,137000.00000000006,28500.0,2024-07-19
TRX554874,SC9106011003005,4,9900.0,,2024-10-09
TRX554875,SC9106011003005,4,18800.0,,2024-06-11
TRX554876,SC9106011003005,4,24900.000000000004,,2024-03-15
TRX554877,SC9106011003005,4,26400.0,,2024-08-31
TRX554878,SC9106011003005,5,3100.0,,2024-04-14
TRX554879,SC9106011003005,5,36800.0,,2024-04-23
TRX554880,SC9106011003005,5,30099.999999999996,,2024-08-30
TRX554881,SC9106011003005,6,3600.0,,2024-04-19
TRX554882,SC9106011003005,6,2400.0,,2024-10-08
TRX554883,SC9106011003005,6,4000.0,,2024-04-17
TRX554884,SC9106011003005,8,18100.0,,2024-10-29
TRX554885,SC9106011003005,8,11900.0,,2024-06-25
TRX554886,SC9106011003005,10,67000.0,,2024-07-03
TRX554887,SC9106011003005,10,43000.0,30000.0,2024-02-15
TRX554888,SC9106011003005,12,3700.0,,2024-10-28
TRX554889,SC9106011003005,12,5300.0,,2024-02-07
TRX554890,SC9106011003005,12,1000.0,,2024-04-25
TRX554891,SC9106011003005,14,1800.0,,2024-07-03
TRX554892,SC9106011003005,14,1000.0,,2024-10-17
TRX554893,SC9106011003005,14,6300.0,,2024-04-15
TRX554894,SC9106011003005,14,10900.0,,2024-10-15
TRX554895,SC9106011003005,15,2400.0,,2024-02-29
TRX554896,SC9106011003005,15,14900.0,,2024-07-16
TRX554897,SC9106011003005,15,2000.0,2000.0,2024-07-17
TRX554898,SC9106011003005,15,700.0000000000001,700.0000000000001,2024-07-31
TRX554899,SC9106011003005,16,11299.999999999998,,2024-10-20
TRX554900,SC9106011003005,16,13500.0,,2024-03-18
TRX554901,SC9106011003005,16,15199.999999999998,,2024-03-21
TRX554902,SC9106011003005,17,10100.0,,2024-07-30
TRX554903,SC9106011003005,17,18500.0,,2024-07-18
TRX554904,SC9106011003005,17,1399.9999999999952,,2024-07-16
TRX554905,SC9106032003001,1,6000.0,,2024-10-01
TRX554906,SC9106032003001,1,1900.0,,2024-12-23
TRX554907,SC9106032003001,1,7300.0,5199.999999999998,2024-01-25
TRX554908,SC9106032003001,1,4800.000000000002,4800.000000000002,2024-03-05
TRX554909,SC9106032003001,2,317000.0,,2024-10-25
TRX554910,SC9106032003001,2,185000.0,,2024-07-27
TRX554911,SC9106032003001,2,20400.0,,2024-10-13
TRX554912,SC9106032003001,2,667600.0,,2024-07-04
TRX554913,SC9106032003001,3,193400.0,,2024-08-25
TRX554914,SC9106032003001,3,71500.0,,2024-07-19
TRX554915,SC9106032003001,3,175100.00000000003,,2024-01-23
TRX554916,SC9106032003001,4,7100.0,,2024-04-20
TRX554917,SC9106032003001,4,8100.000000000001,,2024-10-14
TRX554918,SC9106032003001,4,4800.0,,2024-01-14
TRX554919,SC9106032003001,5,65700.0,,2024-01-17
TRX554920,SC9106032003001,5,32200.000000000004,,2024-01-02
TRX554921,SC9106032003001,5,2099.999999999982,,2024-05-02
TRX554922,SC9106032003001,6,47600.0,,2024-01-24
TRX554923,SC9106032003001,6,2400.0,,2024-08-13
TRX554924,SC9106032003001,8,6500.0,,2024-02-27
TRX554925,SC9106032003001,8,3500.0,,2024-02-20
TRX554926,SC9106032003001,10,2800.0000000000005,,2024-08-04
TRX554927,SC9106032003001,10,36300.0,,2024-03-23
TRX554928,SC9106032003001,10,30900.0,10000.0,2024-07-03
TRX554929,SC9106032003001,11,7400.0,,2024-07-04
TRX554930,SC9106032003001,11,2900.0,,2024-07-14
TRX554931,SC9106032003001,11,9700.0,,2024-03-18
TRX554932,SC9106032003001,12,6700.0,,2024-05-04
TRX554933,SC9106032003001,12,1900.0,,2024-06-27
TRX554934,SC9106032003001,12,6500.0,,2024-02-11
TRX554935,SC9106032003001,12,4900.0,,2024-06-28
TRX554936,SC9106032003001,15,35300.0,,2024-04-06
TRX554937,SC9106032003001,15,6899.999999999999,,2024-11-21
TRX554938,SC9106032003001,15,47800.0,,2024-11-08
TRX554939,SC9106032003001,16,5300.0,,2024-04-23
TRX554940,SC9106032003001,16,2100.0,,2024-08-12
TRX554941,SC9106032003001,16,6899.999999999999,,2024-01-13
TRX554942,SC9106032003001,16,5699.999999999999,,2024-12-06
TRX554943,SC9106032003001,18,4400.0,,2024-08-24
TRX554944,SC9106032003001,18,5600.000000000001,,2024-08-02
TRX554945,SC9106032013001,1,7700.0,,2024-08-30
TRX554946,SC9106032013001,1,7400.0,,2024-05-22
TRX554947,SC9106032013001,1,6600.0,6600.0,2024-09-30
TRX554948,SC9106032013001,1,8300.0,8300.0,2024-08-13
TRX554949,SC9106032013001,2,201300.0,,2024-10-17
TRX554950,SC9106032013001,2,13799.999999999998,,2024-11-28
TRX554951,SC9106032013001,2,444600.0,41700.0,2024-10-14
TRX554952,SC9106032013001,2,530300.0,8300.0,2024-03-31
TRX554953,SC9106032013001,3,26500.0,,2024-05-21
TRX554954,SC9106032013001,3,194800.0,,2024-02-05
TRX554955,SC9106032013001,3,58700.0,30000.0,2024-06-30
TRX554956,SC9106032013001,4,6700.0,,2024-01-17
TRX554957,SC9106032013001,4,12800.0,,2024-02-18
TRX554958,SC9106032013001,4,50500.0,20000.0,2024-07-06
TRX554959,SC9106032013001,6,5100.0,,2024-12-29
TRX554960,SC9106032013001,6,14600.0,,2024-10-02
TRX554961,SC9106032013001,6,300.0,,2024-09-08
TRX554962,SC9106032013001,8,6100.0,,2024-05-22
TRX554963,SC9106032013001,8,3500.0,,2024-04-26
TRX554964,SC9106032013001,8,400.0,,2024-10-15
TRX554965,SC9106032013001,10,122400.0,,2024-07-08
TRX554966,SC9106032013001,10,27599.999999999996,10000.0,2024-06-16
TRX554967,SC9106032013001,12,2600.0,,2024-03-09
TRX554968,SC9106032013001,12,47400.0,10000.0,2024-11-25
TRX554969,SC9106032013001,15,3700.0,,2024-03-15
TRX554970,SC9106032013001,15,18800.0,,2024-03-23
TRX554971,SC9106032013001,15,2900.0,2900.0,2024-07-10
TRX554972,SC9106032013001,15,4600.0,4600.0,2024-09-13
TRX554973,SC9106032013001,16,500.0,,2024-10-10
TRX554974,SC9106032013001,16,5300.0,,2024-02-12
TRX554975,SC9106032013001,16,4200.0,,2024-04-02
TRX554976,SC9106032013001,17,1200.0,,2024-03-16
TRX554977,SC9106032013001,17,8800.0,,2024-06-01
TRX554978,SC9106032013001,18,4100.0,,2024-03-15
TRX554979,SC9106032013001,18,15900.0,,2024-01-08
TRX554980,SC9106032036001,1,2000.0,,2024-05-09
TRX554981,SC9106032036001,1,800.0,,2024-02-14
TRX554982,SC9106032036001,1,7200.0,,2024-05-14
TRX554983,SC9106032036001,2,109300.0,,2024-06-21
TRX554984,SC9106032036001,2,230799.99999999997,,2024-12-23
TRX554985,SC9106032036001,2,68100.0,,2024-11-15
TRX554986,SC9106032036001,2,161800.0,,2024-11-29
TRX554987,SC9106032036001,3,48600.0,,2024-09-26
TRX554988,SC9106032036001,3,32599.999999999996,,2024-05-04
TRX554989,SC9106032036001,3,108800.00000000001,,2024-03-23
TRX554990,SC9106032036001,4,700.0000000000001,,2024-07-03
TRX554991,SC9106032036001,4,3500.0,,2024-07-03
TRX554992,SC9106032036001,4,5699.999999999999,,2024-02-15
TRX554993,SC9106032036001,4,10100.000000000002,,2024-10-03
TRX554994,SC9106032036001,5,7400.0,,2024-09-04
TRX554995,SC9106032036001,5,7200.0,,2024-04-29
TRX554996,SC9106032036001,5,5400.0,,2024-09-13
TRX554997,SC9106032036001,6,5600.000000000001,,2024-07-08
TRX554998,SC9106032036001,6,35500.0,,2024-12-02
TRX554999,SC9106032036001,6,4200.0,4200.0,2024-07-19
TRX555000,SC9106032036001,6,4700.000000000002,4700.000000000002,2024-05-04
TRX555001,SC9106032036001,9,1300.0,,2024-11-27
TRX555002,SC9106032036001,9,1500.0,,2024-01-10
TRX555003,SC9106032036001,9,7200.0,,2024-10-10
TRX555004,SC9106032036001,12,6200.0,,2024-04-12
TRX555005,SC9106032036001,12,13799.999999999998,10000.0,2024-07-14
TRX555006,SC9106032036001,14,2100.0,,2024-06-16
TRX555007,SC9106032036001,14,10000.0,,2024-06-29
TRX555008,SC9106032036001,14,1000.0,,2024-10-02
TRX555009,SC9106032036001,14,6899.999999999999,,2024-08-29
TRX555010,SC9106022020001,1,12500.0,,2024-04-13
TRX555011,SC9106022020001,1,13799.999999999998,,2024-08-04
TRX555012,SC9106022020001,1,15800.0,7400.0,2024-03-04
TRX555013,SC9106022020001,1,17900.0,12600.0,2024-08-11
TRX555014,SC9106022020001,2,56800.0,,2024-11-04
TRX555015,SC9106022020001,2,54700.0,,2024-06-19
TRX555016,SC9106022020001,2,28500.00000000002,,2024-06-27
TRX555017,SC9106022020001,3,116900.0,,2024-03-09
TRX555018,SC9106022020001,3,803100.0,60000.0,2024-12-29
TRX555019,SC9106022020001,4,15300.0,,2024-07-21
TRX555020,SC9106022020001,4,1700.0000000000002,,2024-03-17
TRX555021,SC9106022020001,4,19000.0,16000.0,2024-08-14
TRX555022,SC9106022020001,4,14000.0,14000.0,2024-02-18
TRX555023,SC9106022020001,5,45300.0,,2024-03-22
TRX555024,SC9106022020001,5,24700.000000000004,10000.0,2024-06-04
TRX555025,SC9106022020001,8,3300.0,,2024-08-08
TRX555026,SC9106022020001,8,10100.0,,2024-12-11
TRX555027,SC9106022020001,8,6600.0,,2024-03-26
TRX555028,SC9106022020001,12,200.0,,2024-04-05
TRX555029,SC9106022020001,12,3500.0,,2024-04-27
TRX555030,SC9106022020001,12,2400.0,,2024-02-25
TRX555031,SC9106022020001,12,3900.0,,2024-02-07
TRX555032,SC9106022020001,13,5400.0,,2024-03-08
TRX555033,SC9106022020001,13,3500.0,,2024-07-26
TRX555034,SC9106022020001,13,1100.0,,2024-05-15
TRX555035,SC9106022020001,14,38300.0,,2024-03-26
TRX555036,SC9106022020001,14,1700.0000000000002,1700.0000000000002,2024-03-03
TRX555037,SC9106022020001,16,1100.0,,2024-10-18
TRX555038,SC9106022020001,16,18900.0,10000.0,2024-10-05
TRX555039,SC9106022020001,17,11299.999999999998,,2024-05-05
TRX555040,SC9106022020001,17,8400.0,,2024-10-21
TRX555041,SC9106022020001,17,300.000000000002,,2024-01-07
TRX555042,SC9106162009001,2,20700.0,,2024-07-08
TRX555043,SC9106162009001,2,5600.000000000001,,2024-12-25
TRX555044,SC9106162009001,2,13700.000000000002,,2024-12-19
TRX555045,SC9106162009001,3,549800.0,,2024-09-08
TRX555046,SC9106162009001,3,190200.0,20000.0,2024-03-09
TRX555047,SC9106162009001,4,11299.999999999998,,2024-07-28
TRX555048,SC9106162009001,4,17600.0,,2024-05-06
TRX555049,SC9106162009001,4,17000.0,5600.000000000001,2024-09-01
TRX555050,SC9106162009001,4,14100.0,4400.0,2024-06-28
TRX555051,SC9106162009001,6,4300.0,,2024-05-19
TRX555052,SC9106162009001,6,5699.999999999999,,2024-01-17
TRX555053,SC9106162009001,7,50900.0,,2024-07-20
TRX555054,SC9106162009001,7,19100.0,10000.0,2024-12-23
TRX555055,SC9106162009001,9,7100.0,,2024-10-16
TRX555056,SC9106162009001,9,2400.0,,2024-01-19
TRX555057,SC9106162009001,9,500.0,,2024-07-04
TRX555058,SC9106162009001,11,19100.0,,2024-08-03
TRX555059,SC9106162009001,11,900.0,,2024-05-06
TRX555060,SC9106162009001,14,6899.999999999999,,2024-09-29
TRX555061,SC9106162009001,14,8200.0,,2024-06-17
TRX555062,SC9106162009001,14,6600.0,,2024-11-11
TRX555063,SC9106162009001,14,8300.0,,2024-01-04
TRX555064,SC9106162009001,15,3800.0,,2024-04-28
TRX555065,SC9106162009001,15,6200.0,,2024-01-19
TRX555066,SC9106162009001,16,10600.0,,2024-04-16
TRX555067,SC9106162009001,16,1600.0,,2024-02-28
TRX555068,SC9106162009001,16,13400.0,,2024-06-11
TRX555069,SC9106162009001,16,14400.0,,2024-03-29
TRX555070,SC9106042022001,2,17800.0,,2024-11-09
TRX555071,SC9106042022001,2,46800.0,,2024-12-17
TRX555072,SC9106042022001,2,12200.0,6799.999999999999,2024-03-05
TRX555073,SC9106042022001,2,3200.0,3200.0,2024-07-14
TRX555074,SC9106042022001,3,82600.0,,2024-09-18
TRX555075,SC9106042022001,3,24000.0,,2024-09-18
TRX555076,SC9106042022001,3,82000.0,5300.0,2024-08-11
TRX555077,SC9106042022001,3,21400.0,4700.0,2024-08-08
TRX555078,SC9106042022001,4,72400.0,,2024-12-26
TRX555079,SC9106042022001,4,21400.0,,2024-07-13
TRX555080,SC9106042022001,4,76200.0,20000.0,2024-01-03
TRX555081,SC9106042022001,5,31300.0,,2024-09-15
TRX555082,SC9106042022001,5,158300.0,,2024-06-30
TRX555083,SC9106042022001,5,39600.0,5100.0,2024-12-10
TRX555084,SC9106042022001,5,140800.0,4900.0,2024-11-21
TRX555085,SC9106042022001,6,3000.0,,2024-09-13
TRX555086,SC9106042022001,6,7000.0,,2024-09-28
TRX555087,SC9106042022001,9,6300.0,,2024-11-11
TRX555088,SC9106042022001,9,2900.0,,2024-04-04
TRX555089,SC9106042022001,9,700.0000000000001,,2024-09-23
TRX555090,SC9106042022001,9,99.99999999999899,,2024-01-08
TRX555091,SC9106042022001,13,10600.0,,2024-05-04
TRX555092,SC9106042022001,13,2300.0,,2024-09-26
TRX555093,SC9106042022001,13,7100.0,,2024-12-15
TRX555094,SC9106042022001,18,7400.0,,2024-03-20
TRX555095,SC9106042022001,18,12600.0,,2024-07-31
TRX555096,SC9106202006002,1,1500.0,,2024-02-04
TRX555097,SC9106202006002,1,1300.0,,2024-08-10
TRX555098,SC9106202006002,1,800.0,,2024-06-14
TRX555099,SC9106202006002,1,6400.0,,2024-08-13
TRX555100,SC9106202006002,2,112500.0,,2024-04-06
TRX555101,SC9106202006002,2,32300.0,,2024-07-24
TRX555102,SC9106202006002,2,145200.0,,2024-05-18
TRX555103,SC9106202006002,3,260600.0,,2024-04-05
TRX555104,SC9106202006002,3,289400.0,30000.0,2024-02-20
TRX555105,SC9106202006002,4,51600.0,,2024-05-03
TRX555106,SC9106202006002,4,98400.0,20000.0,2024-08-12
TRX555107,SC9106202006002,5,65700.0,,2024-11-30
TRX555108,SC9106202006002,5,174300.0,40000.0,2024-08-13
TRX555109,SC9106202006002,8,7300.0,,2024-05-31
TRX555110,SC9106202006002,8,12700.0,,2024-03-17
TRX555111,SC9106202006002,9,37700.0,,2024-05-21
TRX555112,SC9106202006002,9,2600.0,,2024-11-02
TRX555113,SC9106202006002,9,39700.0,,2024-11-05
TRX555114,SC9106202006002,10,2200.0,,2024-06-14
TRX555115,SC9106202006002,10,5000.0,,2024-02-04
TRX555116,SC9106202006002,10,2800.0000000000005,,2024-01-23
TRX555117,SC9106202006002,11,3900.0,,2024-07-25
TRX555118,SC9106202006002,11,4100.0,,2024-02-13
TRX555119,SC9106202006002,11,5800.0,,2024-02-22
TRX555120,SC9106202006002,11,6200.0,,2024-06-28
TRX555121,SC9106202006002,12,6500.0,,2024-05-10
TRX555122,SC9106202006002,12,2800.0000000000005,,2024-01-23
TRX555123,SC9106202006002,12,13400.0,,2024-11-05
TRX555124,SC9106202006002,12,7300.0,,2024-07-26
TRX555125,SC9106202006002,13,2900.0,,2024-01-24
TRX555126,SC9106202006002,13,7100.0,,2024-07-27
TRX555127,SC9106202006002,14,20000.0,,2024-05-02
TRX555128,SC9106202006002,14,8800.0,,2024-06-16
TRX555129,SC9106202006002,14,1200.0,,2024-09-27
TRX555130,SC9106202006002,17,2500.0,,2024-02-22
TRX555131,SC9106202006002,17,1900.0,,2024-01-05
TRX555132,SC9106202006002,17,3200.0,,2024-09-15
TRX555133,SC9106202006002,17,2400.0,,2024-02-02
TRX555134,SC9106202014001,1,201300.0,,2024-07-08
TRX555135,SC9106202014001,1,38100.0,,2024-04-01
TRX555136,SC9106202014001,1,43800.0,8900.0,2024-06-17
TRX555137,SC9106202014001,1,66800.0,21100.0,2024-04-14
TRX555138,SC9106202014001,2,99200.0,,2024-05-24
TRX555139,SC9106202014001,2,250799.99999999997,30000.0,2024-02-04
TRX555140,SC9106202014001,3,106900.0,,2024-08-19
TRX555141,SC9106202014001,3,96500.0,,2024-08-14
TRX555142,SC9106202014001,3,6800.000000000001,6800.000000000001,2024-12-21
TRX555143,SC9106202014001,3,39800.0,13200.0,2024-12-13
TRX555144,SC9106202014001,4,30600.0,,2024-12-31
TRX555145,SC9106202014001,4,37700.0,,2024-02-24
TRX555146,SC9106202014001,4,11700.0,10000.0,2024-09-22
TRX555147,SC9106202014001,5,11600.0,,2024-03-25
TRX555148,SC9106202014001,5,6500.0,,2024-12-04
TRX555149,SC9106202014001,5,11899.999999999995,10000.0,2024-05-09
TRX555150,SC9106202014001,7,15300.0,,2024-06-23
TRX555151,SC9106202014001,7,36600.0,,2024-08-24
TRX555152,SC9106202014001,7,18100.0,18100.0,2024-01-20
TRX555153,SC9106202014001,8,11900.0,,2024-10-21
TRX555154,SC9106202014001,8,8100.000000000001,8100.000000000001,2024-10-26
TRX555155,SC9106202014001,9,25600.0,,2024-05-18
TRX555156,SC9106202014001,9,34400.0,,2024-06-20
TRX555157,SC9106202014001,10,3100.0,,2024-06-29
TRX555158,SC9106202014001,10,13200.0,,2024-10-14
TRX555159,SC9106202014001,10,13700.000000000002,10000.0,2024-04-30
TRX555160,SC9106202014001,12,25700.0,,2024-12-25
TRX555161,SC9106202014001,12,24300.0,,2024-09-18
TRX555162,SC9106202014001,14,4200.0,,2024-05-22
TRX555163,SC9106202014001,14,10000.0,,2024-03-28
TRX555164,SC9106202014001,14,5800.0,,2024-03-13
TRX555165,SC9106202014001,16,42900.0,,2024-09-11
TRX555166,SC9106202014001,16,37100.0,,2024-01-31
TRX555167,SC9106202014001,18,6899.999999999999,,2024-09-16
TRX555168,SC9106202014001,18,3100.0,,2024-04-15
TRX555169,SC9106102021001,2,9600.0,,2024-09-15
TRX555170,SC9106102021001,2,18000.0,,2024-07-06
TRX555171,SC9106102021001,2,1300.0,,2024-05-11
TRX555172,SC9106102021001,2,1100.000000000004,,2024-04-10
TRX555173,SC9106102021001,3,261900.0,,2024-06-13
TRX555174,SC9106102021001,3,98100.0,20000.0,2024-07-06
TRX555175,SC9106102021001,5,5200.0,,2024-03-05
TRX555176,SC9106102021001,5,65199.99999999999,,2024-11-08
TRX555177,SC9106102021001,5,49600.0,40000.0,2024-04-07
TRX555178,SC9106102021001,6,13300.0,,2024-12-03
TRX555179,SC9106102021001,6,6700.0,,2024-02-15
TRX555180,SC9106102021001,10,5100.0,,2024-08-10
TRX555181,SC9106102021001,10,8400.0,,2024-07-03
TRX555182,SC9106102021001,10,8100.000000000001,,2024-11-24
TRX555183,SC9106102021001,10,8400.0,,2024-09-23
TRX555184,SC9106102021001,12,2600.0,,2024-07-23
TRX555185,SC9106102021001,12,7400.0,,2024-10-29
TRX555186,SC9106102021001,13,6000.0,,2024-06-03
TRX555187,SC9106102021001,13,4000.0,,2024-03-26
TRX555188,SC9106102021001,15,4000.0,,2024-11-28
TRX555189,SC9106102021001,15,1900.0,,2024-02-13
TRX555190,SC9106102021001,15,8700.0,,2024-08-23
TRX555191,SC9106102021001,15,5400.0,,2024-04-05
TRX555192,SC9106102021001,16,11700.0,,2024-11-21
TRX555193,SC9106102021001,16,83800.00000000001,,2024-07-16
TRX555194,SC9106102021001,16,54499.999999999985,10000.0,2024-09-20
TRX555195,SC9106102005001,2,20299.999999999996,,2024-03-28
TRX555196,SC9106102005001,2,9000.0,,2024-02-17
TRX555197,SC9106102005001,2,9600.0,,2024-01-23
TRX555198,SC9106102005001,2,1100.000000000004,,2024-08-18
TRX555199,SC9106102005001,3,58700.0,,2024-11-09
TRX555200,SC9106102005001,3,1801300.0,20000.0,2024-10-16
TRX555201,SC9106102005001,4,2200.0,,2024-11-08
TRX555202,SC9106102005001,4,19300.0,,2024-01-18
TRX555203,SC9106102005001,4,18500.0,,2024-01-14
TRX555204,SC9106102005001,5,23100.0,,2024-02-04
TRX555205,SC9106102005001,5,28700.0,,2024-11-07
TRX555206,SC9106102005001,5,18200.0,,2024-03-15
TRX555207,SC9106102005001,6,24300.0,,2024-04-30
TRX555208,SC9106102005001,6,9100.0,,2024-05-05
TRX555209,SC9106102005001,6,19700.0,,2024-03-07
TRX555210,SC9106102005001,6,16900.0,,2024-02-08
TRX555211,SC9106102005001,7,38000.0,,2024-06-05
TRX555212,SC9106102005001,7,4400.0,,2024-09-21
