id,user_id,product_id,gross_amount,discounts,transaction_date
TRX757612,SC9203132004001,15,12600.0,,2024-09-24
TRX757613,SC9203132004001,16,1200.0,,2024-05-24
TRX757614,SC9203132004001,16,8800.0,,2024-01-13
TRX757615,SC9203132004001,17,27000.0,,2024-07-28
TRX757616,SC9203132004001,17,5600.000000000001,,2024-07-06
TRX757617,SC9203132004001,17,27400.000000000004,,2024-03-21
TRX757618,SC9203132005001,1,9100.0,,2024-07-27
TRX757619,SC9203132005001,1,10900.0,,2024-10-24
TRX757620,SC9203132005001,2,93000.0,,2024-04-11
TRX757621,SC9203132005001,2,57000.0,,2024-10-15
TRX757622,SC9203132005001,3,14700.0,,2024-09-13
TRX757623,SC9203132005001,3,45300.0,10000.0,2024-08-07
TRX757624,SC9203132005001,4,75800.0,,2024-06-09
TRX757625,SC9203132005001,4,147700.0,,2024-09-12
TRX757626,SC9203132005001,4,306500.0,10000.0,2024-09-21
TRX757627,SC9203132005001,5,33700.0,,2024-11-12
TRX757628,SC9203132005001,5,33100.0,,2024-11-03
TRX757629,SC9203132005001,5,33200.0,10000.0,2024-03-14
TRX757630,SC9203132005001,8,900.0,,2024-04-17
TRX757631,SC9203132005001,8,3000.0,,2024-04-21
TRX757632,SC9203132005001,8,2300.0,,2024-07-22
TRX757633,SC9203132005001,8,3800.0,,2024-07-24
TRX757634,SC9203132005001,9,2100.0,,2024-02-14
TRX757635,SC9203132005001,9,1900.0,,2024-11-16
TRX757636,SC9203132005001,9,3000.0,,2024-05-20
TRX757637,SC9203132005001,9,3000.0,,2024-08-19
TRX757638,SC9203132005001,10,3100.0,,2024-09-25
TRX757639,SC9203132005001,10,1000.0,,2024-08-07
TRX757640,SC9203132005001,10,8600.0,2700.000000000001,2024-12-19
TRX757641,SC9203132005001,10,7300.0,7300.0,2024-06-28
TRX757642,SC9203132005001,11,3100.0,,2024-04-14
TRX757643,SC9203132005001,11,1200.0,,2024-10-05
TRX757644,SC9203132005001,11,5700.000000000001,,2024-10-11
TRX757645,SC9203132005001,12,2200.0,,2024-11-17
TRX757646,SC9203132005001,12,6400.0,,2024-09-24
TRX757647,SC9203132005001,12,1400.0000000000002,,2024-03-08
TRX757648,SC9203132005001,13,6899.999999999999,,2024-10-10
TRX757649,SC9203132005001,13,23100.0,,2024-02-20
TRX757650,SC9203132005001,15,26000.0,,2024-08-21
TRX757651,SC9203132005001,15,14000.0,,2024-10-22
TRX757652,SC9203132005001,16,4700.0,,2024-08-06
TRX757653,SC9203132005001,16,5300.0,,2024-04-29
TRX757654,SC9203072010001,1,25800.0,,2024-10-02
TRX757655,SC9203072010001,1,2400.0,,2024-12-03
TRX757656,SC9203072010001,1,22500.0,22500.0,2024-02-12
TRX757657,SC9203072010001,1,49300.0,49300.0,2024-02-11
TRX757658,SC9203072010001,2,109800.0,,2024-05-03
TRX757659,SC9203072010001,2,12700.0,,2024-09-28
TRX757660,SC9203072010001,2,177500.0,50000.0,2024-05-30
TRX757661,SC9203072010001,3,26000.0,,2024-01-09
TRX757662,SC9203072010001,3,2400.0,,2024-11-01
TRX757663,SC9203072010001,3,21600.0,20000.0,2024-08-21
TRX757664,SC9203072010001,4,94300.0,,2024-04-13
TRX757665,SC9203072010001,4,345700.0,50000.0,2024-11-10
TRX757666,SC9203072010001,6,12400.0,,2024-04-11
TRX757667,SC9203072010001,6,5699.999999999999,,2024-04-14
TRX757668,SC9203072010001,6,21900.0,,2024-06-08
TRX757669,SC9203072010001,7,5699.999999999999,,2024-01-31
TRX757670,SC9203072010001,7,4200.0,,2024-10-20
TRX757671,SC9203072010001,7,4700.0,4600.0,2024-01-31
TRX757672,SC9203072010001,7,5400.0,5400.0,2024-10-18
TRX757673,SC9203072010001,8,253900.0,,2024-11-02
TRX757674,SC9203072010001,8,16100.000000000002,16100.000000000002,2024-03-04
TRX757675,SC9203072010001,11,3000.0,,2024-02-20
TRX757676,SC9203072010001,11,500.0,,2024-12-13
TRX757677,SC9203072010001,11,4100.0,,2024-03-24
TRX757678,SC9203072010001,11,2400.0,,2024-01-28
TRX757679,SC9203072010001,12,2800.0000000000005,,2024-05-20
TRX757680,SC9203072010001,12,2500.0,,2024-10-14
TRX757681,SC9203072010001,12,2200.0,,2024-05-19
TRX757682,SC9203072010001,12,2500.0,,2024-09-20
TRX757683,SC9203072010001,14,6000.0,,2024-11-16
TRX757684,SC9203072010001,14,7200.0,,2024-08-10
TRX757685,SC9203072010001,14,16800.0,,2024-04-08
TRX757686,SC9203072010001,15,164800.0,,2024-04-15
TRX757687,SC9203072010001,15,115200.0,115200.0,2024-01-10
TRX757688,SC9203072010001,16,15100.0,,2024-07-11
TRX757689,SC9203072010001,16,43800.0,,2024-12-11
TRX757690,SC9203072010001,16,31100.0,31100.0,2024-10-03
TRX757691,SC9203072010001,17,4000.0,,2024-06-28
TRX757692,SC9203072010001,17,4100.0,,2024-02-26
TRX757693,SC9203072010001,17,1200.0,,2024-06-04
TRX757694,SC9203072010001,17,699.999999999999,,2024-02-09
TRX757695,SC9203072008001,1,4000.0,,2024-06-27
TRX757696,SC9203072008001,1,5400.0,,2024-06-24
TRX757697,SC9203072008001,1,8300.0,8200.0,2024-09-13
TRX757698,SC9203072008001,1,12300.000000000002,1800.0,2024-09-12
TRX757699,SC9203072008001,2,54300.0,,2024-05-15
TRX757700,SC9203072008001,2,234899.99999999997,,2024-08-23
TRX757701,SC9203072008001,2,140800.0,80000.0,2024-08-26
TRX757702,SC9203072008001,3,18800.0,,2024-04-07
TRX757703,SC9203072008001,3,14300.0,,2024-07-20
TRX757704,SC9203072008001,3,26900.000000000004,26900.000000000004,2024-02-24
TRX757705,SC9203072008001,4,294400.0,,2024-01-10
TRX757706,SC9203072008001,4,315600.0,50000.0,2024-04-18
TRX757707,SC9203072008001,5,15100.0,,2024-01-21
TRX757708,SC9203072008001,5,6100.0,,2024-08-23
TRX757709,SC9203072008001,5,8799.999999999998,,2024-08-26
TRX757710,SC9203072008001,6,2900.0,,2024-11-11
TRX757711,SC9203072008001,6,11399.999999999998,,2024-05-24
TRX757712,SC9203072008001,6,5699.999999999999,,2024-05-11
TRX757713,SC9203072008001,6,9999.999999999998,,2024-03-04
TRX757714,SC9203072008001,7,2700.0,,2024-04-28
TRX757715,SC9203072008001,7,4900.0,,2024-12-29
TRX757716,SC9203072008001,7,2400.0,,2024-01-07
TRX757717,SC9203072008001,8,21400.0,,2024-04-19
TRX757718,SC9203072008001,8,18300.0,,2024-05-29
TRX757719,SC9203072008001,8,10300.0,4800.0,2024-02-16
TRX757720,SC9203072008001,8,20000.0,5200.0,2024-01-24
TRX757721,SC9203072008001,9,2400.0,,2024-06-15
TRX757722,SC9203072008001,9,3100.0,,2024-10-05
TRX757723,SC9203072008001,9,4500.0,,2024-09-06
TRX757724,SC9203072008001,10,6899.999999999999,,2024-10-14
TRX757725,SC9203072008001,10,100.0,,2024-03-02
TRX757726,SC9203072008001,10,8300.0,5299.999999999998,2024-08-27
TRX757727,SC9203072008001,10,4700.000000000002,4700.000000000002,2024-09-09
TRX757728,SC9203072008001,12,2900.0,,2024-06-30
TRX757729,SC9203072008001,12,7100.0,,2024-01-14
TRX757730,SC9203072008001,14,11299.999999999998,,2024-02-16
TRX757731,SC9203072008001,14,2500.0,,2024-12-29
TRX757732,SC9203072008001,14,8900.0,,2024-08-19
TRX757733,SC9203072008001,14,7300.0,,2024-12-26
TRX757734,SC9203072008001,15,43600.0,,2024-01-25
TRX757735,SC9203072008001,15,300.0,,2024-04-29
TRX757736,SC9203072008001,15,96100.0,90000.0,2024-03-25
TRX757737,SC9203072008001,16,900.0,,2024-07-03
TRX757738,SC9203072008001,16,32200.000000000004,,2024-09-27
TRX757739,SC9203072008001,16,16900.0,16900.0,2024-12-15
TRX757740,SC9203072008001,17,9300.0,,2024-04-19
TRX757741,SC9203072008001,17,6600.0,,2024-05-23
TRX757742,SC9203072008001,17,4100.0,,2024-04-14
TRX757743,SC9203011002011,1,600.0,,2024-11-09
TRX757744,SC9203011002011,1,34200.0,,2024-03-27
TRX757745,SC9203011002011,1,23900.0,12100.0,2024-08-18
TRX757746,SC9203011002011,1,31300.0,7900.0,2024-05-07
TRX757747,SC9203011002011,2,68400.0,,2024-07-01
TRX757748,SC9203011002011,2,171300.0,,2024-11-28
TRX757749,SC9203011002011,2,25900.0,23600.0,2024-08-02
TRX757750,SC9203011002011,2,94400.0,46400.0,2024-02-27
TRX757751,SC9203011002011,3,140800.0,,2024-06-09
TRX757752,SC9203011002011,3,43300.0,,2024-07-05
TRX757753,SC9203011002011,3,5900.0,5900.0,2024-07-31
TRX757754,SC9203011002011,4,51300.0,,2024-06-08
TRX757755,SC9203011002011,4,267700.0,,2024-08-06
TRX757756,SC9203011002011,4,281000.0,20000.0,2024-02-21
TRX757757,SC9203011002011,5,10100.0,,2024-04-24
TRX757758,SC9203011002011,5,5400.0,,2024-03-28
TRX757759,SC9203011002011,5,24500.0,,2024-07-12
TRX757760,SC9203011002011,6,12600.0,,2024-12-18
TRX757761,SC9203011002011,6,7000.0,,2024-01-03
TRX757762,SC9203011002011,6,22000.0,9900.0,2024-09-19
TRX757763,SC9203011002011,6,18400.0,10100.0,2024-12-12
TRX757764,SC9203011002011,7,11500.0,,2024-07-19
TRX757765,SC9203011002011,7,20600.0,,2024-01-18
TRX757766,SC9203011002011,7,14200.0,14200.0,2024-03-18
TRX757767,SC9203011002011,7,13700.000000000002,5800.000000000001,2024-04-10
TRX757768,SC9203011002011,8,3200.0,,2024-10-05
TRX757769,SC9203011002011,8,45400.0,,2024-03-22
TRX757770,SC9203011002011,8,47200.0,6300.0,2024-08-28
TRX757771,SC9203011002011,8,54200.0,3700.0,2024-04-15
TRX757772,SC9203011002011,12,16900.0,,2024-03-26
TRX757773,SC9203011002011,12,15700.0,,2024-09-16
TRX757774,SC9203011002011,12,17399.999999999996,10000.0,2024-10-04
TRX757775,SC9203011002011,13,1700.0000000000002,,2024-07-14
TRX757776,SC9203011002011,13,10600.0,,2024-04-06
TRX757777,SC9203011002011,13,17700.0,17700.0,2024-04-23
TRX757778,SC9203011002011,14,23100.0,,2024-11-10
TRX757779,SC9203011002011,14,36900.0,36900.0,2024-06-30
TRX757780,SC9203011002011,15,70900.0,,2024-10-31
TRX757781,SC9203011002011,15,109100.0,109100.0,2024-06-05
TRX757782,SC9203011002011,16,17900.0,,2024-09-24
TRX757783,SC9203011002011,16,22100.0,,2024-08-30
TRX757784,SC9203011002011,17,36700.0,,2024-09-21
TRX757785,SC9203011002011,17,13300.0,10000.0,2024-02-29
TRX757786,SC9203011002022,2,26700.0,,2024-12-13
TRX757787,SC9203011002022,2,19500.0,,2024-08-21
TRX757788,SC9203011002022,2,36900.0,3200.0,2024-06-13
TRX757789,SC9203011002022,2,6900.000000000002,6800.000000000001,2024-01-28
TRX757790,SC9203011002022,3,26900.0,,2024-06-10
TRX757791,SC9203011002022,3,49200.0,,2024-08-27
TRX757792,SC9203011002022,3,9900.0,9900.0,2024-09-26
TRX757793,SC9203011002022,3,34000.0,10099.999999999998,2024-03-31
TRX757794,SC9203011002022,4,423200.0,,2024-09-03
TRX757795,SC9203011002022,4,42699.99999999999,,2024-03-06
TRX757796,SC9203011002022,4,184100.0,50000.0,2024-03-05
TRX757797,SC9203011002022,5,7600.0,,2024-03-23
TRX757798,SC9203011002022,5,98500.0,,2024-08-12
TRX757799,SC9203011002022,5,30099.999999999996,,2024-09-11
TRX757800,SC9203011002022,5,33800.00000000002,,2024-08-30
TRX757801,SC9203011002022,6,5800.0,,2024-03-03
TRX757802,SC9203011002022,6,3800.0,,2024-03-15
TRX757803,SC9203011002022,6,5000.0,,2024-12-04
TRX757804,SC9203011002022,6,5400.0,,2024-03-30
TRX757805,SC9203011002022,7,2100.0,,2024-05-18
TRX757806,SC9203011002022,7,13400.0,,2024-03-08
TRX757807,SC9203011002022,7,4500.0,,2024-09-28
TRX757808,SC9203011002022,8,12400.0,,2024-11-29
TRX757809,SC9203011002022,8,27599.999999999996,,2024-11-19
TRX757810,SC9203011002022,10,16800.0,,2024-01-08
TRX757811,SC9203011002022,10,2500.0,,2024-12-04
TRX757812,SC9203011002022,10,700.0000000000001,,2024-05-20
TRX757813,SC9203011002022,12,20800.0,,2024-11-10
TRX757814,SC9203011002022,12,6200.0,,2024-10-30
TRX757815,SC9203011002022,12,13000.000000000005,13000.000000000005,2024-09-07
TRX757816,SC9203011002022,13,9600.0,,2024-05-27
TRX757817,SC9203011002022,13,10400.0,10000.0,2024-04-20
TRX757818,SC9203011002022,14,2900.0,,2024-10-21
TRX757819,SC9203011002022,14,4400.0,,2024-02-10
TRX757820,SC9203011002022,14,2700.0,,2024-09-04
TRX757821,SC9203011002022,15,53300.0,,2024-04-01
TRX757822,SC9203011002022,15,87000.0,,2024-04-25
TRX757823,SC9203011002022,15,29700.000000000004,29700.000000000004,2024-04-12
TRX757824,SC9203011002022,15,50000.0,50000.0,2024-07-13
TRX757825,SC9203011002022,16,9700.0,,2024-01-09
TRX757826,SC9203011002022,16,10300.0,,2024-05-04
TRX757827,SC9203051001002,1,16700.0,,2024-03-15
TRX757828,SC9203051001002,1,8500.0,,2024-01-07
TRX757829,SC9203051001002,1,14800.0,,2024-02-25
TRX757830,SC9203051001002,2,26500.0,,2024-08-15
TRX757831,SC9203051001002,2,25700.0,,2024-05-10
TRX757832,SC9203051001002,2,20700.0,20700.0,2024-01-07
TRX757833,SC9203051001002,2,47100.000000000015,19300.0,2024-10-07
TRX757834,SC9203051001002,3,78100.0,,2024-11-28
TRX757835,SC9203051001002,3,91900.0,20000.0,2024-11-27
TRX757836,SC9203051001002,4,1600.0,,2024-04-21
TRX757837,SC9203051001002,4,251000.0,,2024-07-26
TRX757838,SC9203051001002,4,439500.0,26400.0,2024-09-28
TRX757839,SC9203051001002,4,277900.0,3600.0,2024-03-10
TRX757840,SC9203051001002,5,29200.0,,2024-03-20
TRX757841,SC9203051001002,5,34100.0,,2024-04-02
TRX757842,SC9203051001002,5,19000.0,,2024-12-20
TRX757843,SC9203051001002,5,47699.99999999999,,2024-04-06
TRX757844,SC9203051001002,6,3900.0,,2024-09-24
TRX757845,SC9203051001002,6,6100.0,,2024-08-05
TRX757846,SC9203051001002,7,3100.0,,2024-01-16
TRX757847,SC9203051001002,7,2700.0,,2024-01-31
TRX757848,SC9203051001002,7,2600.0,,2024-01-06
TRX757849,SC9203051001002,7,1600.0,,2024-05-17
TRX757850,SC9203051001002,8,29600.0,,2024-01-28
TRX757851,SC9203051001002,8,100100.0,,2024-06-16
TRX757852,SC9203051001002,8,80300.0,30000.0,2024-07-23
TRX757853,SC9203051001002,9,5200.0,,2024-10-24
TRX757854,SC9203051001002,9,100.0,,2024-10-02
TRX757855,SC9203051001002,9,4700.0,,2024-01-03
TRX757856,SC9203051001002,9,,,2024-10-17
TRX757857,SC9203051001002,11,2500.0,,2024-10-09
TRX757858,SC9203051001002,11,13799.999999999998,,2024-07-24
TRX757859,SC9203051001002,11,13700.000000000002,10000.0,2024-11-17
TRX757860,SC9203051001002,12,75000.0,,2024-04-30
TRX757861,SC9203051001002,12,63700.0,,2024-04-07
TRX757862,SC9203051001002,12,1299.999999999997,1299.999999999997,2024-12-08
TRX757863,SC9203051001002,14,32000.0,,2024-05-18
TRX757864,SC9203051001002,14,28000.0,10000.0,2024-06-23
TRX757865,SC9203051001002,15,34000.0,,2024-09-22
TRX757866,SC9203051001002,15,67600.0,,2024-03-10
TRX757867,SC9203051001002,15,48400.0,48400.0,2024-11-05
TRX757868,SC9203051001006,2,58900.0,,2024-01-31
TRX757869,SC9203051001006,2,40500.0,,2024-03-10
TRX757870,SC9203051001006,2,16900.0,,2024-02-16
TRX757871,SC9203051001006,2,13700.000000000002,,2024-02-26
TRX757872,SC9203051001006,3,900.0,,2024-09-16
TRX757873,SC9203051001006,3,42500.0,,2024-04-07
TRX757874,SC9203051001006,3,18100.0,11100.000000000002,2024-06-26
TRX757875,SC9203051001006,3,38500.0,8900.0,2024-12-23
TRX757876,SC9203051001006,4,84700.0,,2024-10-25
TRX757877,SC9203051001006,4,171200.0,,2024-04-20
TRX757878,SC9203051001006,4,404099.99999999994,40000.0,2024-09-10
TRX757879,SC9203051001006,5,48500.0,,2024-09-07
TRX757880,SC9203051001006,5,52000.0,,2024-03-22
TRX757881,SC9203051001006,5,9500.0,,2024-01-10
TRX757882,SC9203051001006,6,13899.999999999998,,2024-06-10
TRX757883,SC9203051001006,6,16100.000000000002,,2024-11-30
TRX757884,SC9203051001006,8,18700.0,,2024-03-19
TRX757885,SC9203051001006,8,200.0,,2024-04-22
TRX757886,SC9203051001006,8,4100.0,4000.0,2024-11-24
TRX757887,SC9203051001006,8,67000.0,6000.0,2024-06-04
TRX757888,SC9203051001006,11,2700.0,,2024-07-15
TRX757889,SC9203051001006,11,5300.0,,2024-08-17
TRX757890,SC9203051001006,11,2000.0,,2024-02-11
TRX757891,SC9203051001006,12,1000.0,,2024-08-17
TRX757892,SC9203051001006,12,16200.000000000002,,2024-10-02
TRX757893,SC9203051001006,12,27799.999999999996,6200.0,2024-10-05
TRX757894,SC9203051001006,12,35000.0,13799.999999999998,2024-10-26
TRX757895,SC9203051001006,13,4900.0,,2024-05-19
TRX757896,SC9203051001006,13,5100.0,,2024-01-21
TRX757897,SC9203051001006,15,45700.0,,2024-11-02
TRX757898,SC9203051001006,15,13100.0,,2024-10-19
TRX757899,SC9203051001006,15,66900.0,66900.0,2024-10-23
TRX757900,SC9203051001006,15,114299.99999999999,114299.99999999999,2024-06-17
TRX757901,SC9203051001006,16,9100.0,,2024-05-30
TRX757902,SC9203051001006,16,2000.0,,2024-12-25
TRX757903,SC9203051001006,16,8900.0,,2024-05-24
TRX757904,SC9203052002001,1,13200.0,,2024-12-24
TRX757905,SC9203052002001,1,22700.0,,2024-02-17
TRX757906,SC9203052002001,1,8100.000000000001,8100.000000000001,2024-11-08
TRX757907,SC9203052002001,1,16000.0,16000.0,2024-12-08
TRX757908,SC9203052002001,2,93200.0,,2024-01-11
TRX757909,SC9203052002001,2,156800.0,50000.0,2024-06-29
TRX757910,SC9203052002001,3,11500.0,,2024-03-26
TRX757911,SC9203052002001,3,17400.0,,2024-07-29
TRX757912,SC9203052002001,3,21100.0,21100.0,2024-03-08
TRX757913,SC9203052002001,4,14100.0,,2024-10-23
TRX757914,SC9203052002001,4,138300.0,,2024-12-19
TRX757915,SC9203052002001,4,280400.0,15400.0,2024-08-08
TRX757916,SC9203052002001,4,147200.0,4600.0,2024-01-19
TRX757917,SC9203052002001,5,21900.0,,2024-05-24
TRX757918,SC9203052002001,5,24400.0,,2024-07-23
TRX757919,SC9203052002001,5,12200.0,8500.000000000002,2024-03-15
TRX757920,SC9203052002001,5,11500.0,11500.0,2024-05-19
TRX757921,SC9203052002001,6,17100.0,,2024-12-31
TRX757922,SC9203052002001,6,2300.0,,2024-06-07
TRX757923,SC9203052002001,6,10599.999999999998,,2024-07-26
TRX757924,SC9203052002001,8,39200.0,,2024-06-19
TRX757925,SC9203052002001,8,80800.0,20000.0,2024-06-07
TRX757926,SC9203052002001,10,5300.0,,2024-07-09
TRX757927,SC9203052002001,10,4700.0,,2024-07-14
TRX757928,SC9203052002001,11,6300.0,,2024-11-12
TRX757929,SC9203052002001,11,8900.0,,2024-11-04
TRX757930,SC9203052002001,11,2400.0,,2024-10-22
TRX757931,SC9203052002001,11,2400.0,,2024-11-30
TRX757932,SC9203052002001,12,19000.0,,2024-08-07
TRX757933,SC9203052002001,12,13000.0,,2024-02-07
TRX757934,SC9203052002001,12,7999.999999999998,,2024-01-25
TRX757935,SC9203052002001,13,2900.0,,2024-03-18
TRX757936,SC9203052002001,13,1400.0000000000002,,2024-01-11
TRX757937,SC9203052002001,13,5100.0,,2024-04-20
TRX757938,SC9203052002001,13,600.0,,2024-05-02
TRX757939,SC9203052002001,14,64300.0,,2024-12-16
TRX757940,SC9203052002001,14,4100.0,,2024-09-08
TRX757941,SC9203052002001,14,1600.000000000002,,2024-06-22
TRX757942,SC9203052002003,1,28600.0,,2024-02-08
TRX757943,SC9203052002003,1,71400.0,40000.0,2024-06-04
TRX757944,SC9203052002003,2,11700.0,,2024-03-19
TRX757945,SC9203052002003,2,49000.0,,2024-02-11
TRX757946,SC9203052002003,2,103200.0,24500.0,2024-02-15
TRX757947,SC9203052002003,2,96100.0,35500.0,2024-07-23
TRX757948,SC9203052002003,3,9700.0,,2024-07-16
TRX757949,SC9203052002003,3,50300.0,30000.0,2024-01-14
TRX757950,SC9203052002003,4,546900.0,,2024-01-21
TRX757951,SC9203052002003,4,307100.0,,2024-03-07
TRX757952,SC9203052002003,4,36200.0,29800.0,2024-09-24
TRX757953,SC9203052002003,4,99799.99999999997,200.0,2024-10-15
TRX757954,SC9203052002003,5,10100.0,,2024-05-06
TRX757955,SC9203052002003,5,13200.0,,2024-07-12
TRX757956,SC9203052002003,5,4900.0,,2024-01-02
TRX757957,SC9203052002003,5,1799.999999999995,,2024-06-27
TRX757958,SC9203052002003,6,12200.0,,2024-04-16
TRX757959,SC9203052002003,6,17800.0,,2024-11-21
TRX757960,SC9203052002003,7,3600.0,,2024-02-11
TRX757961,SC9203052002003,7,6400.0,,2024-07-22
TRX757962,SC9203052002003,8,153700.0,,2024-08-22
TRX757963,SC9203052002003,8,166300.0,20000.0,2024-09-25
TRX757964,SC9203052002003,10,13799.999999999998,,2024-07-23
TRX757965,SC9203052002003,10,10900.0,,2024-08-01
TRX757966,SC9203052002003,10,1300.0,1300.0,2024-08-18
TRX757967,SC9203052002003,10,4000.000000000004,4000.000000000004,2024-10-03
TRX757968,SC9203052002003,12,7300.0,,2024-12-08
TRX757969,SC9203052002003,12,32599.999999999996,,2024-11-04
TRX757970,SC9203052002003,12,40100.0,,2024-10-29
TRX757971,SC9203052002003,13,55700.0,,2024-08-10
TRX757972,SC9203052002003,13,23300.0,,2024-06-08
TRX757973,SC9203052002003,13,11000.0,11000.0,2024-10-19
TRX757974,SC9203052002003,14,17400.0,,2024-05-18
TRX757975,SC9203052002003,14,102600.0,,2024-01-13
TRX757976,SC9203052002003,15,5100.0,,2024-02-20
TRX757977,SC9203052002003,15,3800.0,,2024-08-03
TRX757978,SC9203052002003,15,3300.0,3300.0,2024-08-07
TRX757979,SC9203052002003,15,7800.0,6699.999999999999,2024-11-22
TRX757980,SC9203052002003,16,8200.0,,2024-08-13
TRX757981,SC9203052002003,16,10200.0,,2024-08-14
TRX757982,SC9203052002003,16,9100.0,7499.999999999998,2024-09-03
TRX757983,SC9203052002003,16,2500.0000000000023,2500.0000000000023,2024-08-01
TRX757984,SC9203052002003,17,6300.0,,2024-11-23
TRX757985,SC9203052002003,17,3700.0,,2024-08-24
TRX757986,SC9203052002005,1,11200.000000000002,,2024-09-26
TRX757987,SC9203052002005,1,14900.0,,2024-02-27
TRX757988,SC9203052002005,1,5900.0,5900.0,2024-12-12
TRX757989,SC9203052002005,1,8000.0,8000.0,2024-03-20
TRX757990,SC9203052002005,2,91100.0,,2024-02-18
TRX757991,SC9203052002005,2,98900.0,,2024-11-09
TRX757992,SC9203052002005,3,6500.0,,2024-07-23
TRX757993,SC9203052002005,3,13500.0,10000.0,2024-11-01
TRX757994,SC9203052002005,4,139100.0,,2024-04-20
TRX757995,SC9203052002005,4,27300.0,,2024-02-07
TRX757996,SC9203052002005,4,115300.0,17100.0,2024-07-17
TRX757997,SC9203052002005,4,168299.99999999997,2900.0,2024-06-23
