user_id,product_id,transactions,discounts,transaction_date
2101142003005,2,3.7,0.0,2024-10-07
2101142003005,2,3.64,0.0,2024-05-17
2101142003005,2,11.66,1.0,2024-04-24
2101142003005,3,0.56,0.0,2024-11-30
2101142003005,3,1.35,0.0,2024-10-30
2101142003005,3,1.09,0.0,2024-02-24
2101142003005,4,0.09,0.0,2024-03-23
2101142003005,4,5.11,0.0,2024-01-31
2101142003005,4,20.38,3.579999999999999,2024-06-14
2101142003005,4,9.42,9.42,2024-06-25
2101142003005,5,1.22,0.0,2024-09-12
2101142003005,5,0.19,0.0,2024-09-27
2101142003005,5,1.02,0.0,2024-12-27
2101142003005,5,0.5700000000000004,0.0,2024-01-24
2101142003005,6,0.37,0.0,2024-10-12
2101142003005,6,0.17,0.0,2024-06-25
2101142003005,6,0.29,0.0,2024-10-26
2101142003005,6,0.16999999999999998,0.0,2024-10-06
2101142003005,8,5.54,0.0,2024-08-02
2101142003005,8,0.46,0.46,2024-08-24
2101142003005,12,3.88,0.0,2024-08-16
2101142003005,12,1.12,1.0,2024-03-16
2101142003005,14,8.14,0.0,2024-05-04
2101142003005,14,3.86,2.0,2024-11-17
2101142003005,15,5.9,0.0,2024-03-27
2101142003005,15,1.1,0.0,2024-09-12
2101142003005,17,0.01,0.0,2024-02-06
2101142003005,17,0.19,0.0,2024-05-10
2101142003005,17,0.39,0.0,2024-01-20
2101142003005,17,0.41,0.0,2024-10-14
2101142003005,18,0.36,0.0,2024-08-19
2101142003005,18,0.18,0.0,2024-08-23
2101142003005,18,0.46,0.0,2024-10-21
2101142003008,1,4.33,0.0,2024-05-12
2101142003008,1,8.67,4.0,2024-01-06
2101142003008,2,6.29,0.0,2024-02-07
2101142003008,2,8.21,0.0,2024-02-24
2101142003008,2,11.87,2.3699999999999966,2024-02-05
2101142003008,2,0.6300000000000036,0.6300000000000036,2024-12-28
2101142003008,3,1.5,0.0,2024-06-27
2101142003008,3,0.51,0.0,2024-10-31
2101142003008,3,2.0,0.89,2024-10-04
2101142003008,3,0.9900000000000002,0.11,2024-10-10
2101142003008,4,22.5,0.0,2024-06-06
2101142003008,4,3.53,0.0,2024-01-07
2101142003008,4,10.97,6.0,2024-11-30
2101142003008,5,9.55,0.0,2024-02-26
2101142003008,5,29.45,2.0,2024-12-18
2101142003008,6,0.05,0.0,2024-02-24
2101142003008,6,0.19,0.0,2024-06-01
2101142003008,6,0.16,0.0,2024-07-30
2101142003008,6,1.6,0.0,2024-02-04
2101142003008,7,0.3,0.0,2024-09-14
2101142003008,7,0.35,0.0,2024-03-30
2101142003008,7,0.35,0.0,2024-09-02
2101142003008,7,1.1102230246251565e-16,0.0,2024-01-23
2101142003008,8,1.23,0.0,2024-05-07
2101142003008,8,2.77,1.0,2024-08-24
2101142003008,12,1.25,0.0,2024-08-19
2101142003008,12,2.75,0.0,2024-04-07
2101142003008,13,0.06,0.0,2024-07-26
2101142003008,13,0.42,0.0,2024-06-05
2101142003008,13,0.54,0.0,2024-05-05
2101142003008,13,0.98,0.0,2024-01-02
2101142003008,14,3.77,0.0,2024-10-02
2101142003008,14,3.99,0.0,2024-11-06
2101142003008,14,12.24,6.0,2024-11-16
2101142003008,15,0.95,0.0,2024-07-26
2101142003008,15,2.46,0.0,2024-11-29
2101142003008,15,1.5900000000000003,1.0,2024-07-17
2101142003008,16,0.23,0.0,2024-01-13
2101142003008,16,1.77,1.0,2024-12-26
2101142003008,17,0.16,0.0,2024-05-16
2101142003008,17,0.05,0.0,2024-08-30
2101142003008,17,1.79,1.0,2024-03-27
2101061010001,1,0.98,0.0,2024-11-06
2101061010001,1,2.84,0.0,2024-08-31
2101061010001,1,2.38,1.25,2024-02-16
2101061010001,1,12.8,0.75,2024-01-19
2101061010001,2,1.22,0.0,2024-09-09
2101061010001,2,4.02,0.0,2024-08-19
2101061010001,2,4.63,2.87,2024-03-22
2101061010001,2,1.13,1.13,2024-01-13
2101061010001,3,5.9,0.0,2024-06-30
2101061010001,3,33.1,14.0,2024-03-14
2101061010001,4,5.02,0.0,2024-02-19
2101061010001,4,2.41,0.0,2024-11-12
2101061010001,4,9.09,2.51,2024-03-18
2101061010001,4,7.48,1.49,2024-03-02
2101061010001,5,4.16,0.0,2024-04-13
2101061010001,5,7.17,0.0,2024-01-12
2101061010001,5,5.67,1.0,2024-06-17
2101061010001,6,0.24,0.0,2024-03-05
2101061010001,6,0.65,0.0,2024-06-23
2101061010001,6,0.91,0.0,2024-01-04
2101061010001,6,0.2,0.0,2024-06-28
2101061010001,7,22.52,0.0,2024-11-14
2101061010001,7,1.48,1.48,2024-04-19
2101061010001,8,4.29,0.0,2024-02-27
2101061010001,8,3.36,0.0,2024-08-12
2101061010001,8,4.35,3.0,2024-01-10
2101061010001,12,0.91,0.0,2024-11-22
2101061010001,12,11.09,0.0,2024-11-15
2101061010001,14,36.88,0.0,2024-12-30
2101061010001,14,3.12,3.12,2024-06-12
2101061010001,15,1.82,0.0,2024-04-10
2101061010001,15,0.18,0.18,2024-02-04
2101061010001,16,0.71,0.0,2024-01-18
2101061010001,16,0.79,0.0,2024-01-23
2101061010001,16,0.5,0.0,2024-03-18
2101061010002,1,8.01,0.0,2024-06-27
2101061010002,1,7.99,4.0,2024-02-04
2101061010002,2,5.03,0.0,2024-10-09
2101061010002,2,9.97,1.0,2024-10-20
2101061010002,3,4.33,0.0,2024-06-16
2101061010002,3,2.58,0.0,2024-09-16
2101061010002,3,2.38,2.38,2024-11-06
2101061010002,3,4.71,1.62,2024-08-08
2101061010002,4,31.12,0.0,2024-01-20
2101061010002,4,11.88,5.0,2024-10-17
2101061010002,5,9.22,0.0,2024-10-03
2101061010002,5,11.86,0.0,2024-09-12
2101061010002,5,4.3,0.0,2024-05-14
2101061010002,5,1.62,0.0,2024-10-24
2101061010002,6,2.6,0.0,2024-08-12
2101061010002,6,1.13,0.0,2024-03-26
2101061010002,6,0.27,0.0,2024-05-19
2101061010002,7,3.05,0.0,2024-07-21
2101061010002,7,10.08,0.0,2024-07-08
2101061010002,7,10.44,10.44,2024-11-28
2101061010002,7,5.429999999999999,5.429999999999999,2024-04-02
2101061010002,8,11.99,0.0,2024-04-29
2101061010002,8,13.01,5.0,2024-03-28
2101061010002,12,9.36,0.0,2024-03-28
2101061010002,12,6.27,0.0,2024-08-26
2101061010002,12,3.37,3.0,2024-03-12
2101061010002,14,19.9,0.0,2024-09-08
2101061010002,14,4.03,0.0,2024-08-22
2101061010002,14,22.81,0.8,2024-06-25
2101061010002,14,17.26,1.2,2024-08-13
2101061010002,15,0.22,0.0,2024-12-14
2101061010002,15,1.69,0.0,2024-02-04
2101061010002,15,0.8,0.0,2024-04-17
2101061010002,15,1.29,0.0,2024-06-07
2101061010002,16,0.44,0.0,2024-05-28
2101061010002,16,1.56,1.0,2024-05-28
2101061010002,17,0.59,0.0,2024-06-07
2101061010002,17,0.11,0.0,2024-08-08
2101061010002,17,0.3,0.0,2024-04-07
2101061010003,1,0.74,0.0,2024-01-07
2101061010003,1,2.39,0.0,2024-03-10
2101061010003,1,5.87,1.0,2024-09-10
2101061010003,2,6.92,0.0,2024-09-06
2101061010003,2,4.08,0.0,2024-07-26
2101061010003,3,4.42,0.0,2024-11-04
2101061010003,3,3.55,0.0,2024-08-29
2101061010003,3,5.16,2.49,2024-05-25
2101061010003,3,3.8700000000000014,1.51,2024-06-21
2101061010003,4,3.03,0.0,2024-11-29
2101061010003,4,13.83,0.0,2024-03-27
2101061010003,4,12.8,4.11,2024-12-10
2101061010003,4,7.34,1.89,2024-11-13
2101061010003,5,5.17,0.0,2024-12-21
2101061010003,5,2.26,0.0,2024-08-06
2101061010003,5,2.14,1.28,2024-12-29
2101061010003,5,3.43,0.72,2024-07-29
2101061010003,7,0.93,0.0,2024-02-09
2101061010003,7,11.87,0.0,2024-01-03
2101061010003,7,11.27,11.27,2024-07-16
2101061010003,7,9.93,9.93,2024-02-11
2101061010003,8,1.72,0.0,2024-07-24
2101061010003,8,19.28,2.0,2024-09-26
2101061010003,12,2.87,0.0,2024-07-07
2101061010003,12,11.9,0.0,2024-10-04
2101061010003,12,11.23,6.0,2024-10-31
2101061010003,14,41.49,0.0,2024-03-26
2101061010003,14,32.51,1.0,2024-01-02
2101061010003,15,0.36,0.0,2024-10-30
2101061010003,15,0.32,0.0,2024-04-13
2101061010003,15,0.08,0.0,2024-12-26
2101061010003,15,0.2400000000000001,0.0,2024-07-15
2101061010003,16,0.15,0.0,2024-01-03
2101061010003,16,2.85,0.0,2024-05-02
2101061010005,1,5.97,0.0,2024-04-11
2101061010005,1,0.64,0.0,2024-03-30
2101061010005,1,8.39,0.0,2024-12-15
2101061010005,2,7.07,0.0,2024-10-15
2101061010005,2,2.12,0.0,2024-11-27
2101061010005,2,5.33,5.33,2024-08-04
2101061010005,2,3.4799999999999986,1.67,2024-11-09
2101061010005,3,4.1,0.0,2024-10-20
2101061010005,3,8.76,0.0,2024-05-18
2101061010005,3,3.14,3.14,2024-01-01
2101061010005,4,14.75,0.0,2024-10-16
2101061010005,4,1.71,0.0,2024-06-17
2101061010005,4,20.54,12.0,2024-11-05
2101061010005,5,18.12,0.0,2024-11-27
2101061010005,5,8.88,7.0,2024-04-26
2101061010005,6,10.52,0.0,2024-01-20
2101061010005,6,1.48,1.48,2024-10-14
2101061010005,7,0.43,0.0,2024-09-23
2101061010005,7,0.34,0.0,2024-11-27
2101061010005,7,0.18,0.0,2024-11-03
2101061010005,7,0.05,0.0,2024-02-07
2101061010005,8,2.98,0.0,2024-01-07
2101061010005,8,15.84,0.0,2024-06-10
2101061010005,8,1.1799999999999984,1.1799999999999984,2024-04-16
2101061010005,12,0.11,0.0,2024-04-20
2101061010005,12,0.31,0.0,2024-09-18
2101061010005,12,7.99,2.04,2024-08-22
2101061010005,12,5.59,1.96,2024-12-23
2101061010005,14,21.47,0.0,2024-05-03
2101061010005,14,21.53,5.0,2024-05-17
2101061010005,15,0.43,0.0,2024-01-23
2101061010005,15,0.52,0.0,2024-01-20
2101061010005,15,0.23,0.23,2024-05-23
2101061010005,15,0.8200000000000001,0.77,2024-12-03
2101061010005,16,0.55,0.0,2024-01-12
2101061010005,16,0.33,0.0,2024-06-25
2101061010005,16,0.84,0.0,2024-03-19
2101061010005,16,0.28,0.0,2024-03-28
2101061010005,18,0.96,0.0,2024-06-11
2101061010005,18,1.04,1.0,2024-11-17
2101061010006,1,1.13,0.0,2024-02-04
2101061010006,1,3.6,0.0,2024-02-19
2101061010006,1,2.75,0.0,2024-02-01
2101061010006,1,3.52,0.0,2024-10-24
2101061010006,2,6.03,0.0,2024-09-15
2101061010006,2,2.95,0.0,2024-03-08
2101061010006,2,4.33,4.33,2024-10-03
2101061010006,2,6.69,2.67,2024-09-02
2101061010006,3,4.79,0.0,2024-01-22
2101061010006,3,3.39,0.0,2024-03-07
2101061010006,3,10.82,7.0,2024-11-21
2101061010006,4,25.05,0.0,2024-03-08
2101061010006,4,8.95,8.95,2024-04-19
2101061010006,5,25.19,0.0,2024-11-20
2101061010006,5,11.12,0.0,2024-05-10
2101061010006,5,11.87,8.35,2024-05-15
2101061010006,5,14.82,4.65,2024-05-05
2101061010006,6,2.53,0.0,2024-03-28
2101061010006,6,3.47,0.0,2024-09-04
2101061010006,8,4.81,0.0,2024-07-16
2101061010006,8,5.19,0.0,2024-06-27
2101061010006,12,0.36,0.0,2024-07-13
2101061010006,12,7.43,0.0,2024-10-09
2101061010006,12,3.21,3.21,2024-12-12
2101061010006,13,0.77,0.0,2024-11-09
2101061010006,13,0.5,0.0,2024-11-18
2101061010006,13,0.23,0.0,2024-01-06
2101061010006,13,0.5,0.0,2024-08-18
2101061010006,14,4.49,0.0,2024-02-20
2101061010006,14,4.66,0.0,2024-11-04
2101061010006,14,3.85,2.0,2024-08-29
2101061010006,16,0.11,0.0,2024-07-14
2101061010006,16,0.65,0.0,2024-11-11
2101061010006,16,0.24,0.0,2024-05-14
2101061010006,17,0.99,0.0,2024-05-17
2101061010006,17,1.01,1.0,2024-09-01
2101061010009,1,4.65,0.0,2024-08-29
2101061010009,1,2.99,0.0,2024-10-30
2101061010009,1,2.39,1.0300000000000016,2024-10-23
2101061010009,1,0.9699999999999984,0.9699999999999984,2024-11-12
2101061010009,2,0.69,0.0,2024-01-24
2101061010009,2,1.03,0.0,2024-08-29
2101061010009,2,1.78,1.78,2024-01-13
2101061010009,2,8.5,3.22,2024-08-15
2101061010009,3,14.22,0.0,2024-06-25
2101061010009,3,0.54,0.0,2024-09-25
2101061010009,3,14.24,6.0,2024-10-06
